SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
AREID,1174,Amazon Logistics - Corporate,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AREID,1188,Restricted Products,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AREID,1193,HS3C Shared Services,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AREID,1197,WW Product Compliance,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AREID,1198,Global Trade Services,NORTH AMERICA RETAIL,Operations Admin
AREID,1255,Amazon Global,OPERATIONS & CUSTOMER SERVICE,Transportation
AREID,1266,Amazon Expansion (World),KINDLE CONTENT,Transportation
AREID,1916,Seven G&A,KINDLE CONTENT,WW Retail Marketing
AREID,4000,AWS Commercial Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4001,AWS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4002,AWS Sales Training,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4003,AWS Solutions Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4004,AWS Business Development,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4005,AWS Partner Program,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,4126,Public Relations - AWS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
AREID,4601,AWS Marketing - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,5849,AWS WWPS Business Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,7020,Global IT Services - Local IT,INTERNATIONAL RETAIL,Intl Retail - JPN
AREID,7037,Souq Integration Team,KINDLE CONTENT,WW Retail Marketing
AREID,7037HR,Souq Integration Team,KINDLE CONTENT,WW Retail Marketing
AREID,7110,Infrastructure GlobalExpansion,AMAZON WEB SERVICES,Infrastructure
AREID,7207,Global Vendor Management,INTERNATIONAL RETAIL,WW Retail Marketing
AREID,7319,AWS Enterprise Support,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AREID,7404,Global IT,E-COMMERCE PLATFORM,Corporate Applications
AREID,8135,Public Policy - AWS & AWS ED,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
AREID,8162,International Consumer Legal,LEGAL,Legal
AREID,8165,AWS Legal,LEGAL,Legal
AREID,8169,Litigation Legal,LEGAL,Legal
AREID,8301,Tax,FINANCE,Tax
AREID,8304,Internal Audit,FINANCE,Internal Audit
AREID,8307,Payroll,FINANCE,Finance Operations
AREID,8600,HR4HR,HR,G&A HR
AREID,8605,Compensation,HR,Global C&B
AREID,8606,HR Ops & Analytics,HR,HR Ops & Analytics
AREID,8624,Intl Corp/Kindle Content HR,HR,International Consumer HR
AREID,8655,GEMA HR,HR,G&A HR
AREID,8669,HR Services Time,HR,HR Ops & Analytics
AREID,8671,HR Services,HR,HR Ops & Analytics
AREID,8678,HR Services - Csvcs,HR,HR Ops & Analytics
AREID,8680,AWS HR,HR,AWS HR
AREID,8682,AWS Recruiting,HR,AWS HR
AREID,8800,G&A - International Retail,INTERNATIONAL RETAIL,Retail Management & Other
ARGID,10AA,Test CC 1,OPERATIONS & CUSTOMER SERVICE,NAFC
ARGID,4000,AWS Commercial Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4001,AWS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4002,AWS Sales Training,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4003,AWS Solutions Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4004,AWS Business Development,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4005,AWS Partner Program,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4006,AWS Public Sector Sales-Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4007,AWS Partner Network,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4008,AWS International Product Mgmt,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4440,AWS GCR Public Sector Sales,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4600,AWS - Marketing,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,4601,AWS Marketing - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,5009,AWS Sales&BD Devlper Resources,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,5774,AWS Commercial Sales - Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,5812,AWS Support,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,5849,AWS WWPS Business Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7319,AWS Enterprise Support,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7385,Alexa for Business,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7392,AWS Business Systems,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7444,AWS Commerce Platform,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7769,AWS Marketplace,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,7771,AWS - Administration,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,8135,Public Policy - AWS & AWS ED,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,8165,AWS Legal,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
ARGID,8883,Legal AWS,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
AUSID,1001,Global Customer Fulfillment,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1002,Emerging Markets,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1003,WW Ops HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AUSID,1004,Prime Now FC Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1005,Prime Now FC Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1007,WW Ops Real Estate,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1008,WW Prime Now Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1009,Prime Now Retail Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1010,EU Ops Management,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1011,Prime Now 3P Corp,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1012,GSF Shared Service Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1013,Last Mile Prod DSP,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1020,Japan Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1021,China Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1022,CN Ext Fulfillmt Corp OpsTech,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1023,CN Ext Fulfilmt CorpOps NoTech,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1024,CN global selling ops-Tech,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1025,AGL Field Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1040,India Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1041,Sort Center Field Fixed - 1041,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1042,Linehaul Field Fixed - 1042,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1043,WW Prime Now Operations - 3P,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1044,Last Mile Prod - AmFlex,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1051,Amazon Flex - Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1052,Loss Prevention Field,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1053,HS3C Field,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1054,EHS Field,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1090,Local Corp Operation Finance,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1090HR,Local Corp Operation Finance,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1092,AMZL Logistics - DS Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,10AA,Test CC 1,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,10AB,Test CC 2,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1111,Bookstore Operations,DIGITAL,JIHM
AUSID,1112,Physical Stores Tech Ops,DIGITAL,JIHM
AUSID,1113,Amazon Go Store Ops,DIGITAL,JIHM
AUSID,1114,Physical Stores Tech Ops CC,DIGITAL,JIHM
AUSID,1120,Sustainability,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1121,Dangerous Goods,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1122,Social Responsibility,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1123,CPEX,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1126,Fresh - Delivery Station,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1145,AGL Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1146,Flex Regional Management,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1147,GSF Field Shared Services,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1149,Last Mile TOC Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1151,Amazon Locker-Pickup-Corporate,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1152,Amazon Locker - Pickup Point,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1153,AMZL HR,HR,HR Operations
AUSID,1154,Delivery Experience - Mgmt,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1157,AMZL Alternate Space,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1158,Amazon Global Logistics,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1159,Amazon LastMile Transportation,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1160,Transportation Execution,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1161,Last Mile Products & Services,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1162,GSF HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
AUSID,1163,Planning & Operations Mgt Tech,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1164,FC Automation,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1165,Global EHS,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1168,Delivery Station Regional Mgmt,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1169,Prime Now - Last Mile,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1170,AMZL Regional Management,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1171,Amzn Logistic-LastMileDelivery,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1172,Amzn Logistics-DeliveryStation,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1173,Amazon Logistics - Sortation,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1174,Amazon Logistics - Corporate,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1175,Amazon Logistics - Linehaul,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1176,Amzn Logistics-Global Strategy,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1177,Last Mile Technology- DSP,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1178,Amzn Logistics-SortCenterAdmin,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1179,ATS Line Haul Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1181,Sort Center Temp Staffing,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1182,Sort Center Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1183,Sort Center Regional Managemnt,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1184,Amazon Logistics-TOC Support,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1186,ATS Line Haul Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1187,Kindle Direct Publishing - CS,DIGITAL,Independent Publishing
AUSID,1188,Restricted Products,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1189,Operations Engineering,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1190,North American Fulfillment,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1192,GSF Shared Services,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1193,HS3C Shared Services,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1194,WW Amazon Fresh Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1195,Global Security Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1196,WW Amz Cust Excellence Systems,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1197,WW Product Compliance,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1198,Global Trade Services,INTERNATIONAL RETAIL,Intl Retail - Other
AUSID,1199,WW Food Safety and Compliance,INTERNATIONAL RETAIL,Intl Retail - Other
AUSID,1200,Fulfillment Center,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1201,Special Handling Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1203,AmznFresh Fulfillment Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1204,Amazon Fresh Fulfillment,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1205,Tech Services Ingestion,DIGITAL,NAFC
AUSID,1206,Fullfillment Service,DIGITAL,Brilliance Audio
AUSID,1207,Internal Service Fulfillment,DIGITAL,Kindle Content
AUSID,1208,Non-Local FC Fixed Support,INTERNATIONAL RETAIL,Intl Retail - Other
AUSID,1209,Non-Local FC Variable Support,INTERNATIONAL RETAIL,Intl Retail - Other
AUSID,1210,FC Support - Local ACES,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1211,Amazon Temp Staffing Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1212,Amazon Temp Staffing,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1213,Amazon Pantry Fulfillment-Var,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1214,Amazon Pantry Fulfillment-Fix,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1215,Amazon Fresh Field Reg Mang,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1216,Vendor Flex,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1217,Trans & Supply Chain-Yard Cntl,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1218,Loss Prevention,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1219,Environmental Health & Safety,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1221,FC - HR Regional Management,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1222,FC-Finance Regional Management,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1223,FC - Regional Procurement,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1224,Ops HR Management Recruiting,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1225,FC - HR Operations Support,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1227,Local Trans & Supply Chain,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1228,FC Launch,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1229,Ops HR - ER&EE,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1230,Ops Tech IT,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1231,Ops Tech IT - Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1232,FC - Regional Quality,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1233,OPS HR - Variable,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1234,Amazon Campus Fulfillment-Var,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1235,Amazon Campus Fulfillment-Fix,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1236,FC HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1237,Sort Center HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1238,FC - Regional Other,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1241,WW Pantry Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1242,WW Campus Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1243,Operations - BuyVIP,INTERNATIONAL RETAIL,Intl Retail - Other
AUSID,1245,Amazon Metro Fixed Corp,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1246,Amazon Metro FC Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1250,OPS HR - Regional Management,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1251,Ops HR - Temp Staffing,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1252,Ops HR - Staff Recruiting,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1253,Ops HR - Management Recruiting,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1254,Ops HR-Learning & Leadership,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
AUSID,1255,Amazon Global,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1256,FC - Tours,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1260,FBA Business - Variable FC,MERCHANT SERVICES,FBA
AUSID,1266,Amazon Expansion (World),KINDLE CONTENT,Transportation
AUSID,1268,Expansion Other,KINDLE CONTENT,Transportation
AUSID,1270,Amazon Robotics Intl Prgms,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1290,DC - Fixed Headcount,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1298,DC-Co-located Headcount,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1299,Distribution Center - Var HC,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1300,Operations - Tech Services,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1301,SWA Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1302,Ops Technology - Var Support,OPERATIONS & CUSTOMER SERVICE,FC Operations
AUSID,1306,Payments Business Ops,E-COMMERCE PLATFORM,Payments Engineering
AUSID,1380,FBA Business,MERCHANT SERVICES,FBA
AUSID,1381,FBA Business - Variable,MERCHANT SERVICES,FBA
AUSID,1500,CS Operations Management,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1501,CS Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1502,CS Operations - Alt Language 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1503,CS Operations Management - Alt,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1504,Alt Language 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1505,CS Management,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1506,CS Ops Management - Alt Lang 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1507,CS Operations - Alt Language 3,OPERATIONS & CUSTOMER SERVICE,EU Operations
AUSID,1508,Retail Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1509,CS Operations - Alt Language 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1510,Seller and Brand Support-US,MERCHANT SERVICES,Technical Account Management
AUSID,1511,CS CreateSpace,DIGITAL,WW Customer Service
AUSID,1512,"Seller, Vendor&Brand Support",MERCHANT SERVICES,Technical Account Management
AUSID,1513,Vendor Support - US,NORTH AMERICA RETAIL,Technical Account Management
AUSID,1514,"Seller, Vendor Support-OTH Ser",MERCHANT SERVICES,Seller Website Business
AUSID,1515,WW Cust Service variable costs,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1516,Customer and Brand Trust: Biz,MERCHANT SERVICES,Merchant Technologies
AUSID,1517,"JV II, CS India",FINANCE,WW Retail Marketing
AUSID,1518,Risk Investigations Corporate,MERCHANT SERVICES,Risk Management and Fraud
AUSID,1520,CS Ops Support,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1521,CS-Corp Acct Specialty Group,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1522,CS Operations-Alt Language 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1523,Abuse Operations,MERCHANT SERVICES,Risk Management and Fraud
AUSID,1525,CS - Phone Sales Operations,OPERATIONS & CUSTOMER SERVICE,China Ops
AUSID,1526,Customer Service - Phone Sales,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1527,Goodreads - Variable,KINDLE CONTENT,GoodReads
AUSID,1528,CS-AGS Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1529,CS-AGS Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1530,CS HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1531,Customer Service Finance,OPERATIONS & CUSTOMER SERVICE,Merchant Technologies
AUSID,1540,Fixed Digital Ops - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1545,CS-Social Media Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1546,CS-Social Media Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1547,CS-Social Media Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1548,CS-Social Media Variable 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1550,Digital Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1551,CS-AMZL Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1552,CS-AMZL Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1553,CS-AMZL Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1554,CS-AMZL Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1555,CS-AMZL Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1556,CS-AMZL Fixed 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1557,CS-LMTOC Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1558,CS-LMTOC Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1559,CS-LMTOC Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1560,Fixed Digital Ops CS - Alt Lan,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1561,FUL - CS Ops -Audible Indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1562,FUL - CS Ops - Audible direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1563,CS OPs variable - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1564,CS OPs fixed - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1565,CS OPs variable- Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1566,CS OPs fixed - Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1567,CS-Woot Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1568,CS-Woot Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
AUSID,1570,FUL-CS Ops-Kindle(D2) indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
